Ctgry,Itm,Srvng_Sz,Clrs,Clrs_frm_Ft,Ttl_Ft,Ttl_Ft_PrDV,Strtd_Ft,Strtd_Ft_PrDV,Trns_Ft,Chlstrl,Chlstrl_PrDV,Sdm,Sdm_PrDV,Crbhydrts,Crbhydrts_PrDV,Dtry_Fbr,Dtry_Fbr_PrDV,Sgrs,Prtn,Vtmn_A_PrDV,Vtmn_C_PrDV,Clcm_PrDV,Irn_PrDV,Srvng_mag,Srvng_unit,Cnt
Beverages,Minute Maid Orange Juice (Medium),16 fl oz cup,190,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,44,15,0,0,39,3,0,160,4,0,473.184,ml,1
Beverages,Minute Maid Orange Juice (Large),22 fl oz cup,280,0,0.0,0,0.0,0,0.0,0.0,0,0.005,0,65,22,0,0,58,4,0,240,4,0,650.628,ml,1
Beverages,Dasani Water Bottle,16.9 fl oz,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,499.8006,ml,1
Coffee & Tea,Iced Tea (Small),16 fl oz cup,0,0,0.0,0,0.0,0,0.0,0.0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,473.184,ml,1
Coffee & Tea,Iced Tea (Medium),21 fl oz cup,0,0,0.0,0,0.0,0,0.0,0.0,0,0.01,0,0,0,0,0,0,0,0,0,0,0,621.0540000000001,ml,1
Coffee & Tea,Iced Tea (Large),30 fl oz cup,0,0,0.0,0,0.0,0,0.0,0.0,0,0.015,1,0,0,0,0,0,0,0,0,0,0,887.22,ml,1
Coffee & Tea,Iced Tea (Child),12 fl oz cup,0,0,0.0,0,0.0,0,0.0,0.0,0,0.005,0,0,0,0,0,0,0,0,0,0,0,354.88800000000003,ml,1
Coffee & Tea,Sweet Tea (Small),16 fl oz cup,150,0,0.0,0,0.0,0,0.0,0.0,0,0.01,0,36,12,0,0,36,1,0,0,0,0,473.184,ml,1
Coffee & Tea,Sweet Tea (Medium),21 fl oz cup,180,0,0.0,0,0.0,0,0.0,0.0,0,0.01,0,45,15,0,0,45,1,0,0,0,0,621.0540000000001,ml,1
Coffee & Tea,Sweet Tea (Large),30 fl oz cup,220,0,0.0,0,0.0,0,0.0,0.0,0,0.01,1,54,18,0,0,54,1,0,0,0,0,887.22,ml,1
Coffee & Tea,Sweet Tea (Child),12 fl oz cup,110,0,0.0,0,0.0,0,0.0,0.0,0,0.005,0,27,9,0,0,27,0,0,0,0,0,354.88800000000003,ml,1
Coffee & Tea,Coffee (Small),12 fl oz cup,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,354.88800000000003,ml,1
Coffee & Tea,Coffee (Medium),16 fl oz cup,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,473.184,ml,1
Coffee & Tea,Coffee (Large),16 fl oz cup,0,0,0.0,0,0.0,0,0.0,0.0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,473.184,ml,1
Coffee & Tea,Latte (Small),12 fl oz cup,170,80,9.0,13,5.0,24,0.0,0.025,9,0.115,5,15,5,1,3,12,9,8,0,30,0,354.88800000000003,ml,1
Coffee & Tea,Latte (Medium),16 fl oz cup,210,90,10.0,16,6.0,30,0.0,0.03,11,0.14,6,18,6,1,4,15,11,10,0,35,0,473.184,ml,1
Coffee & Tea,Latte (Large),20 fl oz cup,280,120,14.0,21,8.0,39,0.0,0.04,14,0.18,8,24,8,1,6,20,15,15,0,50,2,591.48,ml,1
Coffee & Tea,Caramel Latte (Small),12 fl oz cup,270,80,9.0,13,5.0,24,0.0,0.025,9,0.115,5,40,13,1,3,38,9,8,0,30,0,354.88800000000003,ml,1
Coffee & Tea,Caramel Latte (Medium),16 fl oz cup,340,90,10.0,16,6.0,30,0.0,0.03,11,0.14,6,50,17,1,4,48,11,10,0,35,0,473.184,ml,1
Coffee & Tea,Caramel Latte (Large),20 fl oz cup,430,120,14.0,21,8.0,39,0.0,0.04,14,0.18,8,62,21,1,6,59,15,15,0,50,2,591.48,ml,1
Coffee & Tea,Hazelnut Latte (Small),12 fl oz cup,270,80,9.0,13,5.0,24,0.0,0.025,9,0.115,5,40,13,1,3,38,9,8,0,30,0,354.88800000000003,ml,1
Coffee & Tea,Hazelnut Latte (Medium),16 fl oz cup,330,90,10.0,16,6.0,30,0.0,0.03,11,0.14,6,50,17,1,4,47,11,10,0,35,0,473.184,ml,1
Coffee & Tea,Hazelnut Latte (Large),20 fl oz cup,430,120,14.0,21,8.0,39,0.0,0.04,14,0.18,8,62,21,1,6,58,15,15,0,50,2,591.48,ml,1
Coffee & Tea,French Vanilla Latte (Small),12 fl oz cup,260,80,9.0,13,5.0,24,0.0,0.025,9,0.115,5,38,13,1,3,36,9,8,0,30,0,354.88800000000003,ml,1
Coffee & Tea,French Vanilla Latte (Medium),16 fl oz cup,330,90,10.0,16,6.0,30,0.0,0.03,11,0.14,6,48,16,1,4,45,11,10,0,35,2,473.184,ml,1
Coffee & Tea,French Vanilla Latte (Large),20 fl oz cup,420,120,14.0,21,8.0,39,0.0,0.04,14,0.19,8,60,20,1,6,56,15,15,0,50,2,591.48,ml,1
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup (Small),12 fl oz cup,210,80,9.0,13,5.0,24,0.0,0.025,9,0.15,6,24,8,1,4,12,9,8,0,30,0,354.88800000000003,ml,1
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup (Medium),16 fl oz cup,260,90,10.0,16,6.0,30,0.0,0.03,11,0.19,8,29,10,1,5,15,12,10,0,35,0,473.184,ml,1
Coffee & Tea,Latte with Sugar Free French Vanilla Syrup (Large),20 fl oz cup,330,120,14.0,21,8.0,39,0.0,0.04,14,0.24,10,37,12,2,7,20,15,15,0,50,2,591.48,ml,1
Coffee & Tea,Nonfat Latte (Small),12 fl oz cup,100,0,0.0,0,0.0,0,0.0,0.005,2,0.11,5,15,5,1,3,13,10,10,0,30,0,354.88800000000003,ml,1
Coffee & Tea,Nonfat Latte (Medium),16 fl oz cup,130,0,0.0,0,0.0,0,0.0,0.005,2,0.135,6,19,6,1,4,16,12,15,0,40,0,473.184,ml,1
Coffee & Tea,Nonfat Latte (Large),20 fl oz cup,170,0,0.5,1,0.0,0,0.0,0.01,3,0.18,7,25,8,1,6,21,16,15,0,50,2,591.48,ml,1
Coffee & Tea,Nonfat Caramel Latte (Small),12 fl oz cup,200,0,0.0,0,0.0,0,0.0,0.005,2,0.11,5,41,14,1,3,39,10,10,0,30,0,354.88800000000003,ml,1
Coffee & Tea,Nonfat Caramel Latte (Medium),16 fl oz cup,250,0,0.0,0,0.0,0,0.0,0.005,2,0.135,6,51,17,1,4,48,12,15,0,40,0,473.184,ml,1
Coffee & Tea,Nonfat Caramel Latte (Large),20 fl oz cup,310,0,0.5,1,0.0,0,0.0,0.01,3,0.18,7,63,21,1,6,59,16,15,0,50,2,591.48,ml,1
Coffee & Tea,Nonfat Hazelnut Latte (Small),12 fl oz cup,200,0,0.0,0,0.0,0,0.0,0.005,2,0.11,5,40,13,1,3,38,10,10,0,30,0,354.88800000000003,ml,1
Coffee & Tea,Nonfat Hazelnut Latte (Medium),16 fl oz cup,250,0,0.0,0,0.0,0,0.0,0.005,2,0.135,6,51,17,1,4,48,12,15,0,40,0,473.184,ml,1
Coffee & Tea,Nonfat Hazelnut Latte (Large),20 fl oz cup,310,0,0.5,1,0.0,0,0.0,0.01,3,0.18,7,63,21,1,6,59,16,15,0,50,2,591.48,ml,1
Coffee & Tea,Nonfat French Vanilla Latte (Small),12 fl oz cup,190,0,0.0,0,0.0,0,0.0,0.005,2,0.115,5,39,13,1,3,37,10,10,0,30,0,354.88800000000003,ml,1
Coffee & Tea,Nonfat French Vanilla Latte (Medium),16 fl oz cup,240,0,0.0,0,0.0,0,0.0,0.005,2,0.14,6,49,16,1,4,46,12,15,0,40,2,473.184,ml,1
Coffee & Tea,Nonfat French Vanilla Latte (Large),20 fl oz cup,300,0,0.5,1,0.0,0,0.0,0.01,3,0.18,8,60,20,1,6,56,16,15,0,50,2,591.48,ml,1
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Small),12 fl oz cup,140,0,0.0,0,0.0,0,0.0,0.005,2,0.15,6,24,8,1,4,13,10,10,0,30,0,354.88800000000003,ml,1
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Medium),16 fl oz cup,170,0,0.0,0,0.0,0,0.0,0.005,2,0.18,8,30,10,1,5,16,12,15,0,40,0,473.184,ml,1
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Large),20 fl oz cup,220,0,0.5,1,0.0,0,0.0,0.01,3,0.24,10,38,13,2,7,21,16,15,0,50,2,591.48,ml,1
Coffee & Tea,Mocha (Small),12 fl oz cup,340,100,11.0,18,7.0,34,0.0,0.035,12,0.15,6,49,16,2,6,42,10,10,0,30,6,354.88800000000003,ml,1
Coffee & Tea,Mocha (Medium),16 fl oz cup,410,120,14.0,21,8.0,40,0.0,0.04,14,0.19,8,60,20,2,8,53,13,10,0,40,6,473.184,ml,1
Coffee & Tea,Mocha (Large),20 fl oz cup,500,150,17.0,26,10.0,49,0.5,0.05,17,0.24,10,72,24,2,10,63,16,15,0,50,8,591.48,ml,1
Coffee & Tea,Mocha with Nonfat Milk (Small),12 fl oz cup,270,30,3.5,5,2.0,11,0.0,0.015,5,0.15,6,49,16,2,6,43,11,10,0,35,6,354.88800000000003,ml,1
Coffee & Tea,Mocha with Nonfat Milk (Medium),16 fl oz cup,330,30,3.5,6,2.0,11,0.0,0.015,5,0.19,8,60,20,2,8,53,13,15,0,40,6,473.184,ml,1
Coffee & Tea,Mocha with Nonfat Milk (Large),20 fl oz cup,390,35,4.0,6,2.5,12,0.0,0.02,6,0.24,10,73,24,2,10,64,17,20,0,50,8,591.48,ml,1
Coffee & Tea,Caramel Mocha (Small),12 fl oz cup,320,100,11.0,17,7.0,33,0.0,0.035,12,0.17,7,45,15,1,3,40,10,10,0,30,2,354.88800000000003,ml,1
Coffee & Tea,Caramel Mocha (Medium),16 fl oz cup,390,120,14.0,21,8.0,40,0.5,0.04,14,0.22,9,55,18,1,4,50,12,15,0,40,2,473.184,ml,1
Coffee & Tea,Caramel Mocha (Large),20 fl oz cup,480,150,17.0,26,10.0,49,0.5,0.05,17,0.27,11,66,22,1,5,60,16,15,0,50,4,591.48,ml,1
Coffee & Tea,Nonfat Caramel Mocha (Small),12 fl oz cup,250,30,3.5,5,2.0,10,0.0,0.015,5,0.17,7,45,15,1,3,41,10,10,0,35,2,354.88800000000003,ml,1
Coffee & Tea,Nonfat Caramel Mocha (Medium),16 fl oz cup,310,30,3.5,5,2.0,11,0.0,0.015,5,0.21,9,56,19,1,4,51,13,15,0,40,2,473.184,ml,1
Coffee & Tea,Nonfat Caramel Mocha (Large),20 fl oz cup,370,35,3.5,6,2.5,11,0.0,0.02,6,0.27,11,67,22,1,5,61,17,20,0,50,4,591.48,ml,1
Coffee & Tea,Hot Chocolate (Small),12 fl oz cup,360,120,13.0,21,8.0,39,0.0,0.04,14,0.18,8,50,17,1,3,45,11,10,0,40,6,354.88800000000003,ml,1
Coffee & Tea,Hot Chocolate (Medium),16 fl oz cup,440,140,16.0,25,9.0,47,0.5,0.05,16,0.22,9,61,20,1,4,56,14,15,0,45,6,473.184,ml,1
Coffee & Tea,Hot Chocolate (Large),20 fl oz cup,540,180,20.0,31,12.0,58,0.5,0.06,20,0.28,12,73,24,1,5,68,17,20,0,60,8,591.48,ml,1
Coffee & Tea,Hot Chocolate with Nonfat Milk (Small),12 fl oz cup,280,30,3.5,5,2.0,11,0.0,0.015,5,0.18,7,50,17,1,3,46,12,15,0,40,6,354.88800000000003,ml,1
Coffee & Tea,Hot Chocolate with Nonfat Milk (Medium),16 fl oz cup,340,30,3.5,5,2.0,11,0.0,0.015,6,0.22,9,61,20,1,4,57,14,20,0,50,6,473.184,ml,1
Coffee & Tea,Hot Chocolate with Nonfat Milk (Large),20 fl oz cup,400,35,3.5,6,2.5,12,0.0,0.02,7,0.28,12,74,25,1,5,69,19,25,0,60,8,591.48,ml,1
Coffee & Tea,Regular Iced Coffee (Small),16 fl oz cup,140,40,4.5,7,3.0,15,0.0,0.015,6,0.035,1,23,8,0,0,22,1,4,0,4,0,473.184,ml,1
Coffee & Tea,Regular Iced Coffee (Medium),22 fl oz cup,190,60,7.0,11,4.5,22,0.0,0.025,9,0.05,2,31,10,0,0,30,1,4,0,4,0,650.628,ml,1
Coffee & Tea,Regular Iced Coffee (Large),32 fl oz cup,270,80,9.0,14,6.0,29,0.0,0.035,12,0.075,3,47,16,0,0,45,2,6,0,8,0,946.368,ml,1
Coffee & Tea,Caramel Iced Coffee (Small),16 fl oz cup,130,40,4.5,7,3.0,15,0.0,0.015,6,0.035,2,22,7,0,0,21,1,4,0,4,0,473.184,ml,1
Coffee & Tea,Caramel Iced Coffee (Medium),22 fl oz cup,180,60,7.0,11,4.5,22,0.0,0.025,9,0.05,2,29,10,0,0,28,1,4,0,4,0,650.628,ml,1
Coffee & Tea,Caramel Iced Coffee (Large),32 fl oz cup,260,80,9.0,14,6.0,29,0.0,0.035,12,0.065,3,43,14,0,0,42,2,6,0,6,0,946.368,ml,1
Coffee & Tea,Hazelnut Iced Coffee (Small),16 fl oz cup,130,40,4.5,7,3.0,15,0.0,0.015,6,0.035,1,21,7,0,0,20,1,4,0,4,0,473.184,ml,1
Coffee & Tea,Hazelnut Iced Coffee (Medium),22 fl oz cup,180,60,7.0,11,4.5,22,0.0,0.025,9,0.05,2,29,10,0,0,28,1,4,0,4,0,650.628,ml,1
Coffee & Tea,Hazelnut Iced Coffee (Large),32 fl oz cup,250,80,9.0,14,6.0,29,0.0,0.035,12,0.075,3,43,14,0,0,41,2,6,0,8,0,946.368,ml,1
Coffee & Tea,French Vanilla Iced Coffee (Small),16 fl oz cup,120,40,4.5,7,3.0,15,0.0,0.015,6,0.04,2,20,7,0,0,19,1,4,0,4,0,473.184,ml,1
Coffee & Tea,French Vanilla Iced Coffee (Medium),22 fl oz cup,170,60,7.0,11,4.5,22,0.0,0.025,9,0.055,2,27,9,0,0,26,1,4,0,4,0,650.628,ml,1
Coffee & Tea,French Vanilla Iced Coffee (Large),32 fl oz cup,240,80,9.0,14,6.0,29,0.0,0.035,12,0.08,3,41,14,0,0,39,2,6,0,8,0,946.368,ml,1
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup (Small),16 fl oz cup,80,40,4.5,7,3.0,15,0.0,0.015,6,0.065,3,9,3,0,0,1,1,4,0,4,0,473.184,ml,1
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup (Medium),22 fl oz cup,120,60,7.0,11,4.5,22,0.0,0.025,9,0.09,4,12,4,0,0,2,1,4,0,4,0,650.628,ml,1
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup (Large),32 fl oz cup,160,80,9.0,14,6.0,29,0.0,0.035,12,0.135,6,18,6,0,0,2,2,6,0,8,0,946.368,ml,1
Coffee & Tea,Iced Mocha (Small),12 fl oz cup,290,100,11.0,17,7.0,33,0.0,0.035,12,0.125,5,41,14,1,4,34,8,10,0,25,4,354.88800000000003,ml,1
Coffee & Tea,Iced Mocha (Medium),16 fl oz cup,350,110,13.0,19,8.0,38,0.0,0.04,13,0.15,6,50,17,1,5,43,9,10,0,30,6,473.184,ml,1
Coffee & Tea,Iced Mocha (Large),22 fl oz cup,480,150,16.0,25,10.0,49,0.5,0.05,17,0.22,9,70,23,2,8,62,14,15,0,40,8,650.628,ml,1
Coffee & Tea,Iced Mocha with Nonfat Milk (Small),12 fl oz cup,240,45,5.0,8,3.0,16,0.0,0.02,7,0.125,5,41,14,1,4,35,8,10,0,25,4,354.88800000000003,ml,1
Coffee & Tea,Iced Mocha with Nonfat Milk (Medium),16 fl oz cup,290,45,5.0,8,3.5,17,0.0,0.02,7,0.15,6,50,17,1,5,43,10,15,0,30,6,473.184,ml,1
Coffee & Tea,Iced Mocha with Nonfat Milk (Large),22 fl oz cup,390,50,6.0,9,3.5,18,0.0,0.025,8,0.22,9,71,24,2,8,62,14,20,0,45,8,650.628,ml,1
Coffee & Tea,Iced Caramel Mocha (Small),12 fl oz cup,280,100,11.0,17,7.0,33,0.0,0.035,12,0.14,6,38,13,0,0,33,8,10,0,25,2,354.88800000000003,ml,1
Coffee & Tea,Iced Caramel Mocha (Medium),16 fl oz cup,340,110,13.0,19,7.0,37,0.0,0.04,13,0.17,7,46,15,1,2,41,9,10,0,30,2,473.184,ml,1
Coffee & Tea,Iced Caramel Mocha (Large),22 fl oz cup,460,150,16.0,25,10.0,48,0.5,0.05,17,0.25,10,65,22,1,3,59,13,15,0,40,4,650.628,ml,1
Coffee & Tea,Iced Nonfat Caramel Mocha (Small),12 fl oz cup,230,45,5.0,8,3.0,16,0.0,0.02,7,0.14,6,38,13,0,0,33,8,10,0,25,2,354.88800000000003,ml,1
Coffee & Tea,Iced Nonfat Caramel Mocha (Medium),16 fl oz cup,270,45,5.0,8,3.0,16,0.0,0.02,7,0.17,7,47,16,1,2,41,10,15,0,30,2,473.184,ml,1
Coffee & Tea,Iced Nonfat Caramel Mocha (Large),22 fl oz cup,370,50,6.0,8,3.5,17,0.0,0.025,8,0.25,10,65,22,1,3,59,14,20,0,45,4,650.628,ml,1
Coffee & Tea,Frappé Mocha (Small),12 fl oz cup,450,160,18.0,28,12.0,59,1.0,0.065,21,0.125,5,65,22,1,3,57,7,15,0,20,4,354.88800000000003,ml,1
Coffee & Tea,Frappé Mocha (Medium),16 fl oz cup,550,200,22.0,34,14.0,71,1.0,0.075,25,0.16,7,80,27,1,4,71,9,15,0,25,4,473.184,ml,1
Coffee & Tea,Frappé Mocha (Large),22 fl oz cup,670,240,26.0,41,17.0,85,1.0,0.09,30,0.19,8,98,33,1,4,88,11,20,0,35,4,650.628,ml,1
Coffee & Tea,Frappé Caramel (Small),12 fl oz cup,450,170,19.0,29,12.0,60,1.0,0.065,22,0.125,5,64,21,0,0,57,7,15,0,25,2,354.88800000000003,ml,1
Coffee & Tea,Frappé Caramel (Medium),16 fl oz cup,550,200,23.0,35,15.0,73,1.0,0.08,27,0.16,7,79,26,0,0,71,9,20,0,30,2,473.184,ml,1
Coffee & Tea,Frappé Caramel (Large),22 fl oz cup,670,250,27.0,42,17.0,87,1.5,0.095,32,0.19,8,96,32,0,0,88,11,20,0,35,2,650.628,ml,1
Coffee & Tea,Frappé Chocolate Chip (Small),12 fl oz cup,530,200,23.0,35,14.0,72,1.0,0.065,22,0.135,6,76,25,1,5,67,8,15,0,25,4,354.88800000000003,ml,1
Coffee & Tea,Frappé Chocolate Chip (Medium),16 fl oz cup,630,240,26.0,41,17.0,85,1.0,0.08,26,0.16,7,91,30,1,5,81,9,15,0,30,4,473.184,ml,1
Coffee & Tea,Frappé Chocolate Chip (Large),22 fl oz cup,760,280,31.0,48,20.0,101,1.5,0.095,32,0.2,8,111,37,1,5,99,12,20,0,35,6,650.628,ml,1
Smoothies & Shakes,Blueberry Pomegranate Smoothie (Small),12 fl oz cup,220,5,0.5,1,0.0,0,0.0,0.005,1,0.04,2,50,17,3,12,44,2,0,2,6,2,354.88800000000003,ml,1
Smoothies & Shakes,Blueberry Pomegranate Smoothie (Medium),16 fl oz cup,260,5,1.0,1,0.0,0,0.0,0.005,1,0.05,2,62,21,4,15,54,3,0,4,8,2,473.184,ml,1
Smoothies & Shakes,Blueberry Pomegranate Smoothie (Large),22 fl oz cup,340,10,1.0,2,0.5,3,0.0,0.005,2,0.065,3,79,26,5,19,70,4,0,4,10,2,650.628,ml,1
Smoothies & Shakes,Strawberry Banana Smoothie (Small),12 fl oz cup,210,5,0.5,1,0.0,0,0.0,0.005,1,0.05,2,47,16,3,10,44,3,0,30,8,2,354.88800000000003,ml,1
Smoothies & Shakes,Strawberry Banana Smoothie (Medium),16 fl oz cup,250,5,1.0,1,0.0,0,0.0,0.005,1,0.06,2,58,19,3,13,54,4,0,35,8,4,473.184,ml,1
Smoothies & Shakes,Strawberry Banana Smoothie (Large),22 fl oz cup,330,10,1.0,2,0.5,3,0.0,0.005,2,0.08,3,74,25,4,16,70,5,0,45,10,4,650.628,ml,1
Smoothies & Shakes,Mango Pineapple Smoothie (Small),12 fl oz cup,210,5,0.5,1,0.0,0,0.0,0.005,1,0.04,2,50,17,1,4,46,2,30,20,8,2,354.88800000000003,ml,1
Smoothies & Shakes,Mango Pineapple Smoothie (Medium),16 fl oz cup,260,10,1.0,1,0.0,0,0.0,0.005,1,0.045,2,61,20,1,5,56,3,40,25,8,2,473.184,ml,1
Smoothies & Shakes,Mango Pineapple Smoothie (Large),22 fl oz cup,340,10,1.0,2,0.5,3,0.0,0.005,2,0.06,3,78,26,2,6,72,4,50,30,10,2,650.628,ml,1
Smoothies & Shakes,Vanilla Shake (Small),12 fl oz cup,530,140,15.0,24,10.0,49,1.0,0.06,20,0.16,7,86,29,0,0,63,11,20,0,40,0,354.88800000000003,ml,1
Smoothies & Shakes,Vanilla Shake (Medium),16 fl oz cup,660,170,19.0,29,12.0,61,1.0,0.075,24,0.2,9,109,36,0,0,81,14,25,0,50,0,473.184,ml,1
Smoothies & Shakes,Vanilla Shake (Large),22 fl oz cup,820,210,23.0,35,15.0,73,1.0,0.09,29,0.26,11,135,45,0,0,101,18,30,0,60,0,650.628,ml,1
Smoothies & Shakes,Strawberry Shake (Small),12 fl oz cup,550,150,16.0,25,10.0,52,1.0,0.06,21,0.16,7,90,30,0,0,79,12,20,0,40,0,354.88800000000003,ml,1
Smoothies & Shakes,Strawberry Shake (Medium),16 fl oz cup,690,180,20.0,30,13.0,63,1.0,0.075,25,0.21,9,114,38,0,0,100,15,25,0,50,0,473.184,ml,1
Smoothies & Shakes,Strawberry Shake (Large),22 fl oz cup,850,210,24.0,36,15.0,75,1.0,0.09,30,0.26,11,140,47,0,0,123,18,30,0,70,0,650.628,ml,1
Smoothies & Shakes,Chocolate Shake (Small),12 fl oz cup,560,150,16.0,25,10.0,51,1.0,0.06,20,0.24,10,91,30,1,5,77,12,20,0,40,8,354.88800000000003,ml,1
Smoothies & Shakes,Chocolate Shake (Medium),16 fl oz cup,700,180,20.0,30,12.0,62,1.0,0.075,24,0.3,13,114,38,2,6,97,15,25,0,50,10,473.184,ml,1
Smoothies & Shakes,Chocolate Shake (Large),22 fl oz cup,850,210,23.0,36,15.0,74,1.0,0.085,29,0.38,16,141,47,2,8,120,19,30,0,60,15,650.628,ml,1
Smoothies & Shakes,Shamrock Shake (Medium),16 fl oz cup,660,170,19.0,29,12.0,61,1.0,0.075,24,0.21,9,109,36,0,0,93,14,25,0,50,0,473.184,ml,1
Smoothies & Shakes,Shamrock Shake (Large),22 fl oz cup,820,210,23.0,35,15.0,73,1.0,0.09,29,0.26,11,135,45,0,0,115,18,30,0,60,0,650.628,ml,1
Smoothies & Shakes,McFlurry with M&M’s Candies (Small),10.9 oz (310 g),650,210,23.0,35,14.0,72,0.5,0.05,17,0.18,7,96,32,1,6,89,13,15,0,45,8,310.0,g,1
Smoothies & Shakes,McFlurry with M&M’s Candies (Medium),16.2 oz (460 g),930,290,33.0,50,20.0,102,1.0,0.075,25,0.26,11,139,46,2,7,128,20,25,0,70,10,460.0,g,1
Smoothies & Shakes,McFlurry with M&M’s Candies (Snack),7.3 oz (207 g),430,140,15.0,24,10.0,48,0.0,0.035,11,0.12,5,64,21,1,4,59,9,10,0,30,4,207.0,g,1
Smoothies & Shakes,McFlurry with Oreo Cookies (Small),10.1 oz (285 g),510,150,17.0,26,9.0,44,0.5,0.045,14,0.28,12,80,27,1,4,64,12,15,0,40,8,285.0,g,1
Smoothies & Shakes,McFlurry with Oreo Cookies (Medium),13.4 oz (381 g),690,200,23.0,35,12.0,58,1.0,0.055,19,0.38,16,106,35,1,5,85,15,20,0,50,10,381.0,g,1
Smoothies & Shakes,McFlurry with Oreo Cookies (Snack),6.7 oz (190 g),340,100,11.0,17,6.0,29,0.0,0.03,9,0.19,8,53,18,1,2,43,8,10,0,25,6,190.0,g,1
Smoothies & Shakes,McFlurry with Reese's Peanut Butter Cups (Medium),14.2 oz (403 g),810,290,32.0,50,15.0,76,1.0,0.06,20,0.4,17,114,38,2,9,103,21,20,0,60,6,403.0,g,1
Smoothies & Shakes,McFlurry with Reese's Peanut Butter Cups (Snack),7.1 oz (202 g),410,150,16.0,25,8.0,38,0.0,0.03,10,0.2,8,57,19,1,5,51,10,10,0,30,4,202.0,g,1
