Ctgry,Itm,Srvng_unit,Srvng_mag,Clrs,Clrs_frm_Ft,Ttl_Ft,Strtd_Ft,Trns_Ft,Chlstrl,Sdm,Crbhydrts,Dtry_Fbr,Sgrs,Prtn
Coffee & Tea,Nonfat Latte with Sugar Free French Vanilla Syrup (Large),ml,591.48,220,0,0.5,0.0,0.0,1.0000000000000003e-92,2.3999999999999998e-91,38,2,21,16
Coffee & Tea,Mocha (Small),ml,354.88800000000003,340,100,11.0,7.0,0.0,3.5000000000000006e-92,1.4999999999999993e-91,49,2,42,10
Coffee & Tea,Mocha (Medium),ml,473.184,410,120,14.0,8.0,0.0,4.000000000000001e-92,1.9000000000000002e-91,60,2,53,13
Coffee & Tea,Mocha (Large),ml,591.48,500,150,17.0,10.0,0.5,4.999999999999998e-92,2.3999999999999998e-91,72,2,63,16
Coffee & Tea,Mocha with Nonfat Milk (Small),ml,354.88800000000003,270,30,3.5,2.0,0.0,1.4999999999999999e-92,1.4999999999999993e-91,49,2,43,11
Coffee & Tea,Mocha with Nonfat Milk (Medium),ml,473.184,330,30,3.5,2.0,0.0,1.4999999999999999e-92,1.9000000000000002e-91,60,2,53,13
Coffee & Tea,Mocha with Nonfat Milk (Large),ml,591.48,390,35,4.0,2.5,0.0,2.0000000000000007e-92,2.3999999999999998e-91,73,2,64,17
Coffee & Tea,Caramel Mocha (Small),ml,354.88800000000003,320,100,11.0,7.0,0.0,3.5000000000000006e-92,1.7000000000000004e-91,45,1,40,10
Coffee & Tea,Caramel Mocha (Medium),ml,473.184,390,120,14.0,8.0,0.5,4.000000000000001e-92,2.2000000000000017e-91,55,1,50,12
Coffee & Tea,Caramel Mocha (Large),ml,591.48,480,150,17.0,10.0,0.5,4.999999999999998e-92,2.7e-91,66,1,60,16
Coffee & Tea,Nonfat Caramel Mocha (Small),ml,354.88800000000003,250,30,3.5,2.0,0.0,1.4999999999999999e-92,1.7000000000000004e-91,45,1,41,10
Coffee & Tea,Nonfat Caramel Mocha (Medium),ml,473.184,310,30,3.5,2.0,0.0,1.4999999999999999e-92,2.0999999999999997e-91,56,1,51,13
Coffee & Tea,Nonfat Caramel Mocha (Large),ml,591.48,370,35,3.5,2.5,0.0,2.0000000000000007e-92,2.7e-91,67,1,61,17
Coffee & Tea,Hot Chocolate (Small),ml,354.88800000000003,360,120,13.0,8.0,0.0,4.000000000000001e-92,1.8e-91,50,1,45,11
Coffee & Tea,Hot Chocolate (Medium),ml,473.184,440,140,16.0,9.0,0.5,4.999999999999998e-92,2.2000000000000017e-91,61,1,56,14
Coffee & Tea,Hot Chocolate (Large),ml,591.48,540,180,20.0,12.0,0.5,5.9999999999999996e-92,2.8000000000000004e-91,73,1,68,17
Coffee & Tea,Hot Chocolate with Nonfat Milk (Small),ml,354.88800000000003,280,30,3.5,2.0,0.0,1.4999999999999999e-92,1.8e-91,50,1,46,12
Coffee & Tea,Hot Chocolate with Nonfat Milk (Medium),ml,473.184,340,30,3.5,2.0,0.0,1.4999999999999999e-92,2.2000000000000017e-91,61,1,57,14
Coffee & Tea,Hot Chocolate with Nonfat Milk (Large),ml,591.48,400,35,3.5,2.5,0.0,2.0000000000000007e-92,2.8000000000000004e-91,74,1,69,19
Coffee & Tea,Regular Iced Coffee (Small),ml,473.184,140,40,4.5,3.0,0.0,1.4999999999999999e-92,3.5000000000000006e-92,23,0,22,1
Coffee & Tea,Regular Iced Coffee (Medium),ml,650.628,190,60,7.0,4.5,0.0,2.499999999999999e-92,4.999999999999998e-92,31,0,30,1
Coffee & Tea,Regular Iced Coffee (Large),ml,946.368,270,80,9.0,6.0,0.0,3.5000000000000006e-92,7.499999999999996e-92,47,0,45,2
Coffee & Tea,Caramel Iced Coffee (Small),ml,473.184,130,40,4.5,3.0,0.0,1.4999999999999999e-92,3.5000000000000006e-92,22,0,21,1
Coffee & Tea,Caramel Iced Coffee (Medium),ml,650.628,180,60,7.0,4.5,0.0,2.499999999999999e-92,4.999999999999998e-92,29,0,28,1
Coffee & Tea,Caramel Iced Coffee (Large),ml,946.368,260,80,9.0,6.0,0.0,3.5000000000000006e-92,6.499999999999999e-92,43,0,42,2
Coffee & Tea,Hazelnut Iced Coffee (Small),ml,473.184,130,40,4.5,3.0,0.0,1.4999999999999999e-92,3.5000000000000006e-92,21,0,20,1
Coffee & Tea,Hazelnut Iced Coffee (Medium),ml,650.628,180,60,7.0,4.5,0.0,2.499999999999999e-92,4.999999999999998e-92,29,0,28,1
Coffee & Tea,Hazelnut Iced Coffee (Large),ml,946.368,250,80,9.0,6.0,0.0,3.5000000000000006e-92,7.499999999999996e-92,43,0,41,2
Coffee & Tea,French Vanilla Iced Coffee (Small),ml,473.184,120,40,4.5,3.0,0.0,1.4999999999999999e-92,4.000000000000001e-92,20,0,19,1
Coffee & Tea,French Vanilla Iced Coffee (Medium),ml,650.628,170,60,7.0,4.5,0.0,2.499999999999999e-92,5.500000000000004e-92,27,0,26,1
Coffee & Tea,French Vanilla Iced Coffee (Large),ml,946.368,240,80,9.0,6.0,0.0,3.5000000000000006e-92,8.000000000000003e-92,41,0,39,2
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup (Small),ml,473.184,80,40,4.5,3.0,0.0,1.4999999999999999e-92,6.499999999999999e-92,9,0,1,1
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup (Medium),ml,650.628,120,60,7.0,4.5,0.0,2.499999999999999e-92,9e-92,12,0,2,1
Coffee & Tea,Iced Coffee with Sugar Free French Vanilla Syrup (Large),ml,946.368,160,80,9.0,6.0,0.0,3.5000000000000006e-92,1.35e-91,18,0,2,2
Coffee & Tea,Iced Mocha (Small),ml,354.88800000000003,290,100,11.0,7.0,0.0,3.5000000000000006e-92,1.2499999999999997e-91,41,1,34,8
Coffee & Tea,Iced Mocha (Medium),ml,473.184,350,110,13.0,8.0,0.0,4.000000000000001e-92,1.4999999999999993e-91,50,1,43,9
Coffee & Tea,Iced Mocha (Large),ml,650.628,480,150,16.0,10.0,0.5,4.999999999999998e-92,2.2000000000000017e-91,70,2,62,14
Coffee & Tea,Iced Mocha with Nonfat Milk (Small),ml,354.88800000000003,240,45,5.0,3.0,0.0,2.0000000000000007e-92,1.2499999999999997e-91,41,1,35,8
Coffee & Tea,Iced Mocha with Nonfat Milk (Medium),ml,473.184,290,45,5.0,3.5,0.0,2.0000000000000007e-92,1.4999999999999993e-91,50,1,43,10
Coffee & Tea,Iced Mocha with Nonfat Milk (Large),ml,650.628,390,50,6.0,3.5,0.0,2.499999999999999e-92,2.2000000000000017e-91,71,2,62,14
Coffee & Tea,Iced Caramel Mocha (Small),ml,354.88800000000003,280,100,11.0,7.0,0.0,3.5000000000000006e-92,1.4000000000000002e-91,38,0,33,8
Coffee & Tea,Iced Caramel Mocha (Medium),ml,473.184,340,110,13.0,7.0,0.0,4.000000000000001e-92,1.7000000000000004e-91,46,1,41,9
Coffee & Tea,Iced Caramel Mocha (Large),ml,650.628,460,150,16.0,10.0,0.5,4.999999999999998e-92,2.4999999999999994e-91,65,1,59,13
Coffee & Tea,Iced Nonfat Caramel Mocha (Small),ml,354.88800000000003,230,45,5.0,3.0,0.0,2.0000000000000007e-92,1.4000000000000002e-91,38,0,33,8
Coffee & Tea,Iced Nonfat Caramel Mocha (Medium),ml,473.184,270,45,5.0,3.0,0.0,2.0000000000000007e-92,1.7000000000000004e-91,47,1,41,10
Coffee & Tea,Iced Nonfat Caramel Mocha (Large),ml,650.628,370,50,6.0,3.5,0.0,2.499999999999999e-92,2.4999999999999994e-91,65,1,59,14
Coffee & Tea,Frappé Mocha (Small),ml,354.88800000000003,450,160,18.0,12.0,1.0,6.499999999999999e-92,1.2499999999999997e-91,65,1,57,7
Coffee & Tea,Frappé Mocha (Medium),ml,473.184,550,200,22.0,14.0,1.0,7.499999999999996e-92,1.6000000000000005e-91,80,1,71,9
Coffee & Tea,Frappé Mocha (Large),ml,650.628,670,240,26.0,17.0,1.0,9e-92,1.9000000000000002e-91,98,1,88,11
Coffee & Tea,Frappé Caramel (Small),ml,354.88800000000003,450,170,19.0,12.0,1.0,6.499999999999999e-92,1.2499999999999997e-91,64,0,57,7
Coffee & Tea,Frappé Caramel (Medium),ml,473.184,550,200,23.0,15.0,1.0,8.000000000000003e-92,1.6000000000000005e-91,79,0,71,9
Coffee & Tea,Frappé Caramel (Large),ml,650.628,670,250,27.0,17.0,1.5,9.500000000000001e-92,1.9000000000000002e-91,96,0,88,11
Coffee & Tea,Frappé Chocolate Chip (Small),ml,354.88800000000003,530,200,23.0,14.0,1.0,6.499999999999999e-92,1.35e-91,76,1,67,8
Coffee & Tea,Frappé Chocolate Chip (Medium),ml,473.184,630,240,26.0,17.0,1.0,8.000000000000003e-92,1.6000000000000005e-91,91,1,81,9
Coffee & Tea,Frappé Chocolate Chip (Large),ml,650.628,760,280,31.0,20.0,1.5,9.500000000000001e-92,1.9999999999999992e-91,111,1,99,12
Smoothies & Shakes,Blueberry Pomegranate Smoothie (Small),ml,354.88800000000003,220,5,0.5,0.0,0.0,5.000000000000002e-93,4.000000000000001e-92,50,3,44,2
Smoothies & Shakes,Blueberry Pomegranate Smoothie (Medium),ml,473.184,260,5,1.0,0.0,0.0,5.000000000000002e-93,4.999999999999998e-92,62,4,54,3
Smoothies & Shakes,Blueberry Pomegranate Smoothie (Large),ml,650.628,340,10,1.0,0.5,0.0,5.000000000000002e-93,6.499999999999999e-92,79,5,70,4
Smoothies & Shakes,Strawberry Banana Smoothie (Small),ml,354.88800000000003,210,5,0.5,0.0,0.0,5.000000000000002e-93,4.999999999999998e-92,47,3,44,3
Smoothies & Shakes,Strawberry Banana Smoothie (Medium),ml,473.184,250,5,1.0,0.0,0.0,5.000000000000002e-93,5.9999999999999996e-92,58,3,54,4
Smoothies & Shakes,Strawberry Banana Smoothie (Large),ml,650.628,330,10,1.0,0.5,0.0,5.000000000000002e-93,8.000000000000003e-92,74,4,70,5
Smoothies & Shakes,Mango Pineapple Smoothie (Small),ml,354.88800000000003,210,5,0.5,0.0,0.0,5.000000000000002e-93,4.000000000000001e-92,50,1,46,2
Smoothies & Shakes,Mango Pineapple Smoothie (Medium),ml,473.184,260,10,1.0,0.0,0.0,5.000000000000002e-93,4.5e-92,61,1,56,3
Smoothies & Shakes,Mango Pineapple Smoothie (Large),ml,650.628,340,10,1.0,0.5,0.0,5.000000000000002e-93,5.9999999999999996e-92,78,2,72,4
Smoothies & Shakes,Vanilla Shake (Small),ml,354.88800000000003,530,140,15.0,10.0,1.0,5.9999999999999996e-92,1.6000000000000005e-91,86,0,63,11
Smoothies & Shakes,Vanilla Shake (Medium),ml,473.184,660,170,19.0,12.0,1.0,7.499999999999996e-92,1.9999999999999992e-91,109,0,81,14
Smoothies & Shakes,Vanilla Shake (Large),ml,650.628,820,210,23.0,15.0,1.0,9e-92,2.5999999999999996e-91,135,0,101,18
Smoothies & Shakes,Strawberry Shake (Small),ml,354.88800000000003,550,150,16.0,10.0,1.0,5.9999999999999996e-92,1.6000000000000005e-91,90,0,79,12
Smoothies & Shakes,Strawberry Shake (Medium),ml,473.184,690,180,20.0,13.0,1.0,7.499999999999996e-92,2.0999999999999997e-91,114,0,100,15
Smoothies & Shakes,Strawberry Shake (Large),ml,650.628,850,210,24.0,15.0,1.0,9e-92,2.5999999999999996e-91,140,0,123,18
Smoothies & Shakes,Chocolate Shake (Small),ml,354.88800000000003,560,150,16.0,10.0,1.0,5.9999999999999996e-92,2.3999999999999998e-91,91,1,77,12
Smoothies & Shakes,Chocolate Shake (Medium),ml,473.184,700,180,20.0,12.0,1.0,7.499999999999996e-92,2.9999999999999986e-91,114,2,97,15
Smoothies & Shakes,Chocolate Shake (Large),ml,650.628,850,210,23.0,15.0,1.0,8.500000000000002e-92,3.8000000000000003e-91,141,2,120,19
Smoothies & Shakes,Shamrock Shake (Medium),ml,473.184,660,170,19.0,12.0,1.0,7.499999999999996e-92,2.0999999999999997e-91,109,0,93,14
Smoothies & Shakes,Shamrock Shake (Large),ml,650.628,820,210,23.0,15.0,1.0,9e-92,2.5999999999999996e-91,135,0,115,18
Smoothies & Shakes,McFlurry with M&M’s Candies (Small),g,310.0,650,210,23.0,14.0,0.5,4.999999999999998e-92,1.8e-91,96,1,89,13
Smoothies & Shakes,McFlurry with M&M’s Candies (Medium),g,460.0,930,290,33.0,20.0,1.0,7.499999999999996e-92,2.5999999999999996e-91,139,2,128,20
Smoothies & Shakes,McFlurry with M&M’s Candies (Snack),g,207.0,430,140,15.0,10.0,0.0,3.5000000000000006e-92,1.1999999999999999e-91,64,1,59,9
Smoothies & Shakes,McFlurry with Oreo Cookies (Small),g,285.0,510,150,17.0,9.0,0.5,4.5e-92,2.8000000000000004e-91,80,1,64,12
Smoothies & Shakes,McFlurry with Oreo Cookies (Medium),g,381.0,690,200,23.0,12.0,1.0,5.500000000000004e-92,3.8000000000000003e-91,106,1,85,15
Smoothies & Shakes,McFlurry with Oreo Cookies (Snack),g,190.0,340,100,11.0,6.0,0.0,2.9999999999999998e-92,1.9000000000000002e-91,53,1,43,8
Smoothies & Shakes,McFlurry with Reese's Peanut Butter Cups (Medium),g,403.0,810,290,32.0,15.0,1.0,5.9999999999999996e-92,3.9999999999999985e-91,114,2,103,21
Smoothies & Shakes,McFlurry with Reese's Peanut Butter Cups (Snack),g,202.0,410,150,16.0,8.0,0.0,2.9999999999999998e-92,1.9999999999999992e-91,57,1,51,10
